id,first name,last name,age,dob,grade,school name,address.city,address.state,address.pincode,faculty.first name,faculty.last name,faculty.subject,faculty.phone number,faculty.salary
407,Doris,Slate,15,7/30/2011,C,Yabox,Sacramento,California,94286,Mari,Selborne,Art,916-867-3825,$4824.82
408,Gertruda,McCarle,7,12/1/2009,B,Brightbean,Houston,Texas,77245,Shannon,Croci,Art,713-167-6975,$1615.05
409,Renault,Maguire,18,11/24/2011,D,Thoughtblab,Abilene,Texas,79699,Ardra,Glashby,Math,325-262-5327,$2154.36
410,Al,Koppe,12,8/13/2007,C,Bluejam,Houston,Texas,77299,Griffie,Duckett,Art,713-992-2210,$3700.54
411,Giustina,Lindbergh,17,6/14/2017,C,Twinte,Greenville,South Carolina,29605,Valaree,Marcu,Math,864-606-8000,$1157.65
412,Enrico,Deppe,18,11/7/2009,C,Aivee,Lexington,Kentucky,40581,Sascha,Derry,Art,859-639-9922,$4528.17
413,Timothy,Angeau,18,5/2/2010,B,Tagchat,Anaheim,California,92812,Bar,Wiltshaw,English,714-275-5584,$1940.13
414,Marcille,Paskerful,12,9/30/2017,C,Yakitri,Nashville,Tennessee,37220,Domini,Burnard,History,615-811-9546,$3966.20
415,Homere,Vasilechko,17,3/21/2011,B,Thoughtstorm,Killeen,Texas,76544,Mariquilla,Simmill,Science,254-505-9393,$4705.92
416,Marys,Gendrich,18,9/26/2012,A,Kwideo,Atlanta,Georgia,30380,Claretta,Coltart,Science,404-264-2561,$3743.47
417,Jackson,Dorgan,12,2/26/2018,F,Quire,Portland,Oregon,97232,Verine,Barrs,English,503-675-9565,$3335.71
418,Sharla,Jaulmes,8,7/3/2009,C,Voomm,Chicago,Illinois,60646,Evin,Helmke,Science,312-605-5997,$3097.46
419,Vernon,Ferschke,15,1/4/2006,C,Realbuzz,New Haven,Connecticut,6510,Blair,Dwyer,History,203-785-1800,$4364.68
420,Peta,Swaddle,13,6/12/2006,A,Oyoba,Wichita,Kansas,67220,Danyette,Curwood,English,316-688-0147,$2316.65
421,Branden,Francioli,15,3/10/2007,E,Skidoo,Jackson,Mississippi,39282,Dionne,Deners,Math,601-300-0452,$1744.69
422,Viv,Longmuir,8,4/27/2008,B,Zava,Aurora,Illinois,60505,Anastasie,Brierley,English,312-784-8478,$1041.18
423,Ciel,Hullyer,9,12/17/2011,C,Yamia,Minneapolis,Minnesota,55448,Zorana,Beggan,English,763-469-0567,$1644.36
424,Hartwell,Dumingos,6,1/11/2013,B,Kaymbo,Miami,Florida,33245,Ricki,Kiefer,Art,786-349-1933,$2171.77
425,Ileana,Boatwright,17,11/15/2014,A,Kimia,Irvine,California,92619,Viole,Rycroft,English,949-887-4565,$3016.57
426,Gladi,Dibb,8,4/9/2008,E,Skinix,Carson City,Nevada,89714,Klarika,Lightoller,Math,775-898-0700,$2793.20
427,Hussein,Franseco,11,11/28/2010,D,Oozz,New York City,New York,10184,Yankee,Pigford,Art,212-199-2725,$2524.83
428,Florinda,Crowhurst,18,9/3/2015,B,Photospace,El Paso,Texas,88530,Jervis,Tearny,English,915-812-1770,$2249.92
429,Irina,Gullifant,13,9/4/2018,B,Ntags,Redwood City,California,94064,Manny,Lefeuvre,Math,650-318-9657,$1200.65
430,Katharine,Noblet,7,2/22/2017,F,Chatterpoint,Carol Stream,Illinois,60158,Sigmund,Jorge,Art,309-934-7850,$1246.59
431,Marta,Dougherty,10,1/20/2014,F,Mymm,Washington,District of Columbia,20073,Jacinthe,Copyn,History,202-171-8594,$4419.95
432,Denice,Ilsley,18,2/6/2008,E,Voonyx,Saint Paul,Minnesota,55108,Bartolomeo,Harden,Art,651-915-0184,$3375.42
433,Michael,Hutchings,17,3/26/2006,B,Abata,Mobile,Alabama,36641,Marget,Palle,Art,251-824-0866,$1202.96
434,Alister,Blackster,12,5/3/2013,B,Avamm,Kansas City,Missouri,64153,Reinold,Jaynes,Art,816-338-4130,$1597.26
435,Karlene,Reinisch,6,10/25/2010,C,Eadel,Kansas City,Missouri,64187,Zedekiah,Unger,History,816-514-6216,$1910.43
436,Muffin,Plows,9,8/3/2017,D,Wikizz,Baltimore,Maryland,21282,Archibald,Wingate,English,410-181-0459,$1748.17
437,Doroteya,Crowch,17,8/17/2012,C,Wikido,Fort Worth,Texas,76105,Kerrill,Dawley,Science,682-845-5822,$1211.08
438,Toby,Sorsby,14,12/5/2011,C,Zava,Minneapolis,Minnesota,55417,Maxie,Edgcombe,Art,612-988-7081,$2326.56
439,Selma,Joan,8,1/8/2010,D,Voolith,Raleigh,North Carolina,27626,Zilvia,Stair,History,919-848-3082,$2291.78
440,Marylinda,Giveen,6,4/10/2007,D,Yodo,Dallas,Texas,75367,Theobald,Pennycock,Science,214-110-5353,$1031.15
441,Innis,Brett,7,4/29/2008,F,Tagpad,Anaheim,California,92805,Jeniffer,Wolpert,Math,562-689-3228,$2155.83
442,Alano,Curmi,10,3/3/2011,C,Yabox,New Haven,Connecticut,6505,Maisie,Louiset,History,203-303-5784,$2575.35
443,Neilla,Petrushkevich,18,12/21/2017,A,Flipstorm,Indianapolis,Indiana,46278,Costa,Philipsohn,History,317-653-5982,$1643.94
444,Ed,Nevet,17,6/22/2015,A,Podcat,Dallas,Texas,75367,Richmond,Prendergrast,Math,214-124-6136,$4272.35
445,Billy,Sinnott,6,6/1/2006,B,Quaxo,Fort Wayne,Indiana,46825,Joelie,Bottjer,Math,260-392-9053,$4777.32
446,Henri,Selland,16,9/11/2009,C,Dabvine,El Paso,Texas,79989,Stacy,Aylett,History,915-937-4233,$4047.27
447,Jereme,Tertre,14,6/9/2007,A,Fivechat,Detroit,Michigan,48295,Nanny,Stratz,Math,313-463-6038,$3546.81
448,Milty,Spur,14,10/8/2017,A,Edgeclub,Sandy,Utah,84093,Ted,Dumbleton,Math,801-696-8683,$4503.39
449,Mandi,Fealey,12,11/5/2012,F,Voolith,Houston,Texas,77234,Prescott,Squires,Math,713-747-2757,$3959.66
450,Shandee,Colton,7,12/24/2008,C,Aivee,San Diego,California,92127,Gasper,Struis,Art,760-456-1041,$4428.49
451,Goraud,Helks,14,12/9/2012,C,Tazz,Evansville,Indiana,47705,Rosabel,Surgen,Math,812-306-9099,$3160.88
452,Charita,Kluss,17,10/23/2015,F,Linkbridge,El Paso,Texas,79928,Konrad,Timeby,Science,915-141-7692,$3420.57
453,Clive,Lemmanbie,15,3/17/2006,B,Quire,Fort Wayne,Indiana,46852,Skelly,Guy,History,260-695-6648,$4421.61
454,Yurik,Dobrovolski,13,6/13/2015,E,Shuffletag,Honolulu,Hawaii,96805,Wally,Nation,Art,808-926-5887,$3338.00
455,Annalee,Hubbis,6,5/9/2008,D,Yakijo,Brooklyn,New York,11247,Annissa,Joy,English,212-977-3311,$1055.71
456,Letizia,Standring,18,12/11/2016,C,Browsezoom,San Francisco,California,94177,Chad,Millington,Art,415-281-9274,$3410.07
457,Brand,Clitsome,18,3/24/2007,F,Abata,Charlottesville,Virginia,22908,Beatrisa,Jozsa,Science,434-625-9820,$3834.05
458,Yalonda,Rimington,17,4/24/2013,E,Ntag,Lexington,Kentucky,40524,Arron,Van der Kruijs,History,859-238-3351,$4070.76
459,Byron,Wiffler,11,12/3/2017,F,Centizu,Baltimore,Maryland,21229,Kelly,Pinor,Science,410-821-5885,$3342.52
460,Falkner,Ayrton,6,10/28/2017,C,Vinder,San Antonio,Texas,78250,Giacobo,Blown,Art,210-711-0498,$3074.64
461,Claretta,Welbelove,8,1/14/2018,D,Kazio,Minneapolis,Minnesota,55428,Shaw,Burdoun,Science,612-758-4038,$4916.11
462,Luciano,Paler,9,8/25/2010,C,Jabbersphere,Washington,District of Columbia,20319,Luce,Titmus,English,202-616-9502,$4397.94
463,Dan,Dufoure,6,3/15/2013,D,Teklist,Shreveport,Louisiana,71166,Kirk,Randall,English,318-960-8622,$4222.56
464,Silvano,Fortune,9,10/18/2014,B,Tazz,Philadelphia,Pennsylvania,19104,Saw,Mongain,English,610-190-3009,$4506.59
465,Cathlene,Filppetti,16,8/8/2011,E,Kare,Saint Joseph,Missouri,64504,Tally,Digger,English,816-926-7997,$3749.43
466,Bryon,Zelley,8,6/15/2014,B,Fivechat,Cincinnati,Ohio,45228,Lia,Duferie,English,513-719-5714,$1454.51
467,Caressa,Jinkin,11,8/18/2010,B,Babbleblab,Milwaukee,Wisconsin,53263,Rocky,Adlard,Math,414-221-0279,$4383.05
468,Loreen,Heinsh,17,4/11/2011,F,Skiba,Flint,Michigan,48555,Tiebold,Dilkes,Art,810-491-6730,$2332.81
469,Babbette,Gentle,13,5/23/2014,C,Mynte,Wichita,Kansas,67220,Sofia,Renner,Math,316-172-6166,$3418.39
470,Decca,Jedraszczyk,16,9/2/2010,D,Agivu,Staten Island,New York,10310,Augustus,Bain,English,914-383-2897,$2912.01
471,Willa,Bellows,12,8/31/2009,F,Npath,Bridgeport,Connecticut,6606,Worth,Farloe,Science,203-405-7460,$1697.24
472,Marguerite,Manntschke,6,6/15/2013,A,Twitterbridge,Houston,Texas,77090,Perice,Plaskett,English,936-238-1961,$4612.89
473,Quill,Rathe,7,10/2/2013,F,Youbridge,White Plains,New York,10633,Jonas,Spritt,Science,914-706-7257,$4295.14
474,Sidonnie,Probbings,18,5/18/2011,C,Kwideo,San Francisco,California,94154,Katerina,Margaritelli,English,415-324-3749,$2004.90
475,Melvyn,Daniely,7,5/28/2007,B,Einti,Chicago,Illinois,60624,Tobie,Calles,English,312-256-6984,$4131.22
476,Ferrel,Merigot,12,12/5/2007,A,Eire,Watertown,Massachusetts,2472,Corrie,Chinnery,Art,781-831-3446,$3713.75
477,Tanya,McGlade,13,4/19/2011,A,Tekfly,Atlanta,Georgia,30343,Dusty,Turpey,Math,404-315-0462,$4231.59
478,Hewitt,Dalgetty,10,8/13/2006,E,Babbleopia,Young America,Minnesota,55573,Ingamar,Surphliss,Art,952-441-3230,$3148.77
479,Dede,Agglione,14,11/16/2010,F,Thoughtstorm,Kingsport,Tennessee,37665,Vinny,Cobbe,Science,423-277-8065,$1727.03
480,Ines,Cayton,18,1/31/2009,F,Tagchat,Charlotte,North Carolina,28215,Ameline,Tolson,Art,704-837-3824,$1162.63
481,Elfrieda,Joinson,14,5/11/2006,F,Myworks,San Antonio,Texas,78230,Channa,Lethieulier,Art,830-597-2130,$2487.98
482,Letty,Collister,6,4/23/2009,D,Photobug,San Jose,California,95150,Fiann,Gooddie,Science,408-137-9843,$3318.59
483,Iseabal,Jankowski,12,3/3/2014,D,Edgewire,Los Angeles,California,90189,Dagny,Harrell,Art,213-446-0777,$1810.96
484,Sherwynd,Obin,16,1/18/2007,E,Rhyzio,Fort Pierce,Florida,34981,Shaylynn,Lower,History,772-471-0720,$4908.76
485,Virgina,Kinnerk,8,10/27/2017,A,Quamba,Tulsa,Oklahoma,74184,Jolyn,O'Docherty,History,918-755-0014,$4900.97
486,Antonio,Vaulkhard,17,11/11/2009,A,Tavu,Oklahoma City,Oklahoma,73157,Ulla,Mitham,History,405-436-2219,$2241.95
487,Kort,Lovell,9,12/25/2010,D,Gabvine,Springfield,Illinois,62718,Fitz,Jacobsson,Art,217-133-1408,$3472.00
488,Sukey,Bode,17,2/4/2006,E,Livefish,Washington,District of Columbia,20010,Alasteir,Poll,Math,202-201-4892,$4358.23
489,Garrott,Ondracek,16,6/24/2011,B,Flashspan,Tulsa,Oklahoma,74170,Zolly,Ryal,Math,918-555-7430,$3654.81
490,Eryn,Kenrick,10,8/30/2010,E,Zooveo,Long Beach,California,90847,Richy,Paternoster,History,562-505-6486,$4244.83
491,Gonzalo,Briddock,11,7/3/2012,C,Skibox,Lakeland,Florida,33805,Larine,Bastistini,Art,863-973-4903,$1160.70
492,Mariel,Blinckhorne,8,7/18/2018,B,Twitterlist,Van Nuys,California,91406,Hannie,Spurdle,Math,805-711-3974,$2703.98
493,Ward,MacCartney,14,12/25/2008,D,Topdrive,San Antonio,Texas,78220,Consuela,Dauney,History,210-424-5970,$4799.12
494,Pen,Klosges,14,2/21/2011,C,Voonder,Houston,Texas,77228,Candie,Hailey,English,713-934-1988,$4177.67
495,Zena,Wilkisson,6,9/23/2006,C,Lajo,Decatur,Illinois,62525,Cherey,Charlo,Science,217-827-9420,$4336.84
496,Nancee,Cocking,18,11/27/2011,A,JumpXS,Philadelphia,Pennsylvania,19093,Tremain,Fooks,Math,215-641-6997,$4458.94
497,Huey,Zuanelli,17,7/29/2015,F,Zoombeat,Cincinnati,Ohio,45203,Maxwell,Suttill,History,513-501-1298,$1451.34
498,Felicity,Spargo,14,12/26/2009,B,Flipopia,Peoria,Arizona,85383,Quinn,Maybey,History,623-805-1971,$2304.97
499,Nanine,Dilloway,9,12/13/2012,E,Zoonoodle,Chicago,Illinois,60697,Lillis,Lount,Science,312-344-7141,$2892.25
500,Brooks,Zorzenoni,14,5/6/2015,E,Dabtype,Trenton,New Jersey,8638,Karylin,Steinhammer,Math,609-918-6694,$3985.47
501,Wadsworth,Dugan,10,6/1/2015,B,Skimia,Shawnee Mission,Kansas,66286,Clerc,Bullcock,English,913-271-5388,$4443.80
502,Virgina,Brayshaw,11,3/2/2012,F,Flipopia,Baton Rouge,Louisiana,70805,Arlin,Schelle,Math,225-934-5137,$1600.09
503,Shandy,Stanyland,13,8/31/2016,E,Yoveo,Tampa,Florida,33620,Lesya,Jozefczak,History,813-439-4242,$2020.64
504,Peyton,Blaycock,14,7/9/2010,B,Divanoodle,Washington,District of Columbia,20470,Maxie,Murname,English,202-305-6320,$2446.97
505,Emanuele,Reisen,17,10/8/2016,E,Centizu,Philadelphia,Pennsylvania,19146,Marcela,Yearn,English,215-153-2853,$2108.59
506,Felipe,Cristoforo,18,4/23/2016,E,Trupe,Washington,District of Columbia,20088,Celka,Pickworth,Science,202-157-0403,$4726.27
507,Mozes,Walenta,6,10/2/2018,A,Thoughtstorm,New York City,New York,10150,Kate,Sidebottom,Math,212-437-0110,$4463.37
508,Rosalia,Rawll,9,7/7/2015,C,Eabox,Pasadena,California,91131,Candi,Sinderson,Math,626-833-6376,$4017.62
509,Starr,Blasi,7,7/5/2008,F,Dynabox,Atlanta,Georgia,30358,Giorgi,Shakelade,Math,404-966-1524,$3150.99
510,Tonie,Plowell,16,2/6/2017,D,Skynoodle,Arlington,Texas,76016,Joletta,Cumberlidge,English,972-535-2008,$2597.93
511,Carilyn,Stringer,16,1/7/2012,B,Realblab,Myrtle Beach,South Carolina,29579,Mortie,Durran,Math,843-885-1085,$3078.59
512,Arleyne,Gowman,8,9/27/2007,E,BlogXS,Gaithersburg,Maryland,20883,Bert,McAulay,English,240-285-0168,$4775.12
513,Linnie,De Metz,11,5/2/2006,C,Shuffledrive,Sacramento,California,94237,Nadya,Ladd,Science,916-848-6805,$3226.59
514,Sheilakathryn,Chaudrelle,6,7/17/2012,B,Photobug,Pittsburgh,Pennsylvania,15235,Horton,Decent,History,724-389-8587,$4994.69
515,Dorian,Sawart,17,11/30/2013,B,Skidoo,Hartford,Connecticut,6105,Cesya,Swalteridge,English,203-172-7689,$1978.07
516,Ofella,Bearne,15,6/9/2013,C,Yakijo,New York City,New York,10155,Hilario,Hexter,Math,646-890-5941,$1371.27
517,Giacopo,Dalgarno,13,6/30/2012,D,Gigabox,Pittsburgh,Pennsylvania,15210,Jedidiah,Reasun,English,412-717-4524,$3946.99
518,Palm,Overpool,8,7/24/2007,F,Jaxspan,Wichita,Kansas,67236,Evvy,Capp,Science,316-981-8464,$3796.76
519,Aila,Fearnley,9,4/12/2014,F,Zooxo,Mount Vernon,New York,10557,Ceil,Creevy,Art,914-470-4299,$1314.49
520,Niall,Bradnick,10,7/6/2006,B,Jetwire,Fort Lauderdale,Florida,33355,Bartholomew,Croad,English,754-342-9541,$3930.76
521,Vanna,Bartens,10,11/27/2011,E,Trunyx,Bethesda,Maryland,20816,Emelda,Strickett,Art,240-630-9808,$3222.71
522,Rustie,Recke,17,2/27/2018,C,Centizu,Great Neck,New York,11024,Filia,Rogerson,Math,516-695-8015,$4278.60
523,Thibaut,Seakes,6,10/28/2012,F,Viva,Tulsa,Oklahoma,74103,Staffard,Filippucci,English,918-842-5359,$2714.87
524,Lily,Harriman,6,9/29/2006,D,Meevee,Dallas,Texas,75226,Hope,Tucknott,Math,972-370-6366,$1146.12
525,Patrick,Blankau,13,8/1/2008,A,Skyndu,Santa Rosa,California,95405,Milicent,Dover,English,707-297-0336,$3723.13
526,Faye,Gainsburgh,14,7/23/2013,D,Quaxo,Punta Gorda,Florida,33982,Roseanne,Scothron,Art,941-144-8910,$3603.18
527,Jeanette,Farherty,6,9/28/2017,D,Abata,Chesapeake,Virginia,23324,Anastasia,Heartfield,Art,757-761-4213,$1715.12
528,Hieronymus,Neame,18,3/27/2008,C,Feednation,El Paso,Texas,88525,Henry,Rustman,English,915-785-7135,$1738.12
529,Hetty,Buckleigh,14,2/28/2010,E,Kimia,Migrate,Kentucky,41905,Dyna,Dumbelton,Art,502-753-6896,$1274.73
530,Dotti,Hallowes,12,9/28/2017,D,Yacero,Huntington,West Virginia,25716,Henrik,Dobbing,Art,304-791-4155,$2291.31
531,Christy,Antosik,11,11/26/2008,B,Quimba,Oklahoma City,Oklahoma,73124,Fairfax,Grayland,English,405-835-1550,$2396.93
532,Drona,Casella,10,9/30/2008,C,Kaymbo,Reston,Virginia,20195,Rabi,Giovannini,Math,703-622-3146,$1474.73
533,Ichabod,Offill,16,8/24/2011,A,Twitterwire,Aurora,Colorado,80015,Cassy,Darlington,Science,303-794-9304,$2825.85
534,Penny,Ivashinnikov,11,10/4/2006,A,LiveZ,Chicago,Illinois,60646,Mord,Grzelak,History,312-160-7640,$3168.57
535,Neala,Sands-Allan,8,3/30/2007,E,Mynte,Fort Wayne,Indiana,46852,Dawna,Mowsdell,Science,260-517-0169,$2394.54
536,Alyce,Bartolomeo,6,3/19/2007,D,Flashpoint,Lubbock,Texas,79452,Egor,Birkmyr,Math,806-122-9038,$1294.79
537,Pinchas,Thomton,17,3/20/2015,F,Blogpad,Terre Haute,Indiana,47812,Dallas,Wimbury,History,812-356-1563,$3947.79
538,Ron,Boughtwood,10,12/18/2014,E,Realcube,Spring,Texas,77388,Tommy,Soal,Math,713-228-3985,$3869.08
539,Archy,Cullen,14,2/2/2015,B,Flashspan,Jackson,Mississippi,39236,Miller,Padmore,Math,601-401-2892,$2633.03
540,Shelly,Dackombe,12,8/19/2014,D,Dynabox,Houston,Texas,77035,Jocko,McCrillis,Science,281-546-9803,$1264.41
541,Lauren,McCrainor,14,12/11/2011,F,Aimbo,Oklahoma City,Oklahoma,73104,Rockie,de Clercq,Art,405-762-5608,$4806.30
542,Emogene,Addinall,13,11/16/2009,B,Camimbo,Anaheim,California,92805,Jenni,Hailwood,Science,562-703-5443,$2089.89
543,Lindsey,Strasse,17,5/3/2018,E,Blogtag,Kissimmee,Florida,34745,Carole,Meddings,Science,407-617-6409,$1632.09
544,Weidar,Schaumaker,11,6/2/2011,A,Bubbletube,Saint Louis,Missouri,63169,Rolfe,Lantry,Math,314-369-3982,$4716.98
545,Lucia,Lidington,8,2/16/2010,A,Kazu,Waterbury,Connecticut,6726,Latia,Tregunnah,English,203-399-6207,$2658.00
546,Patrizius,Dowyer,7,4/16/2017,C,Eadel,Pasadena,California,91199,Kata,McPhilemy,Science,626-213-4781,$1862.77
547,Hilde,Akhurst,16,11/11/2007,F,Dabshots,Des Moines,Iowa,50315,Henry,Bertomeu,Art,641-149-6721,$4223.81
548,Vail,Burgyn,8,12/25/2015,A,JumpXS,Dallas,Texas,75265,Griselda,Coronado,English,214-708-5120,$2818.36
549,Hector,Plaster,13,6/1/2010,A,Livepath,Amarillo,Texas,79159,Imogen,McQuade,History,806-555-1902,$2193.82
550,Lea,Guiden,12,10/14/2008,D,DabZ,Pittsburgh,Pennsylvania,15274,Tiena,Michelet,English,412-483-0057,$4907.19
551,Malinda,Dressel,13,9/28/2017,E,Feednation,Los Angeles,California,90076,Andie,Blesli,Science,323-150-9737,$1462.53
552,Rochell,Apfel,10,7/5/2018,D,Ooba,Lakeland,Florida,33805,Galina,Haggerstone,English,863-541-7354,$4129.04
553,Brynne,McGown,11,12/19/2013,A,Topicshots,Kansas City,Missouri,64101,Zak,Upfold,Math,816-537-0302,$2643.84
554,Margarete,Dann,11,12/16/2017,B,Photobug,New York City,New York,10292,Hertha,Hazley,Science,212-431-1789,$2158.04
555,Terrel,Musla,15,6/18/2016,B,Wikido,Katy,Texas,77493,Eden,Wesgate,Math,832-748-0470,$4273.38
556,Chrissie,Perkinson,17,2/9/2010,D,Babbleblab,Norman,Oklahoma,73071,Wilie,Bohlin,English,405-838-0719,$4647.11
557,Dov,Barling,6,5/12/2013,C,Skippad,San Bernardino,California,92415,Ola,Moakes,Math,760-868-1986,$4850.95
558,Man,Husk,12,4/3/2010,E,Digitube,Fort Lauderdale,Florida,33345,Collie,Cargen,Art,754-177-2003,$3480.79
559,Reggy,Linge,7,2/26/2018,C,Topicstorm,Dayton,Ohio,45414,Berta,Rymer,History,937-993-3262,$4069.28
560,Redd,Blatchford,18,8/21/2012,F,Meembee,Tucson,Arizona,85705,Maxim,Pyle,Art,520-286-8045,$1999.26
561,Othello,Meere,12,4/11/2009,B,Skimia,Phoenix,Arizona,85072,Elton,Hassin,History,602-768-6059,$3770.64
562,Janela,Tomaino,9,1/18/2006,F,Eare,Idaho Falls,Idaho,83405,Maurizia,Martignoni,History,208-958-6209,$3937.10
563,Morgan,Beatty,8,9/11/2010,A,Mycat,Huntington,West Virginia,25770,Alena,Geldert,English,304-105-2479,$4962.16
564,Fleming,Palfrey,10,9/27/2011,A,Yacero,Arlington,Virginia,22217,Claybourne,Earle,Art,571-726-5931,$2828.12
565,Brigg,Lghan,9,8/2/2008,C,Skibox,Houston,Texas,77276,Stephen,Icom,Science,713-873-6876,$4819.15
566,Aubine,Llywarch,15,2/12/2016,D,Voomm,Iowa City,Iowa,52245,Peyter,Storer,Math,319-261-3968,$2150.79
567,Ema,Nation,11,6/10/2010,B,Zoovu,Rockville,Maryland,20851,Birk,Wilcot,History,240-483-7861,$3897.30
568,Angeline,Spiniello,14,7/9/2012,D,Tagchat,Topeka,Kansas,66629,Weidar,Bartholat,History,785-503-8416,$2327.50
569,Esteban,Dunlop,12,8/20/2010,F,Skynoodle,Saint Louis,Missouri,63131,Archie,Boyn,English,636-911-0428,$1418.90
570,Kate,Gainsford,18,11/22/2017,E,Pixope,Fayetteville,North Carolina,28314,Pearline,Coldbreath,History,910-567-4072,$3892.00
571,Clerc,Coote,11,7/9/2006,D,Oloo,Miami,Florida,33283,Emile,Devigne,History,305-732-8644,$2074.52
572,Erwin,Glover,12,1/3/2015,A,Zoovu,Miami,Florida,33124,Alyosha,Noseworthy,Math,786-226-9546,$3720.94
573,Aldon,De Vaan,12,6/16/2010,F,Fanoodle,Des Moines,Iowa,50310,Godwin,Brodhead,Science,515-928-1679,$2732.26
574,Amble,Cudiff,8,2/11/2010,B,Browsezoom,Kansas City,Missouri,64125,Kary,Wardel,Math,816-596-8080,$4752.18
575,Kristy,Rycroft,14,2/12/2014,F,Zoombeat,Fort Worth,Texas,76147,Devon,Marl,Art,817-835-5693,$1880.57
576,Reine,Newens,9,10/12/2013,D,Feedbug,Evansville,Indiana,47712,Bernette,Mynett,Science,812-650-5619,$2734.33
577,Frederick,Hardes,14,11/22/2013,A,InnoZ,Sacramento,California,95894,Marina,Sellor,Science,916-267-6691,$2133.83
578,Kevina,Brito,7,10/20/2015,F,Kwimbee,New Orleans,Louisiana,70187,Chucho,Sarle,English,504-688-4443,$1505.62
579,Judye,Rowan,12,9/13/2006,B,Jabberbean,Arlington,Virginia,22205,Zebedee,Burchfield,History,571-229-1244,$1141.92
580,Roda,Willshee,17,6/30/2013,D,Rhyzio,Fort Lauderdale,Florida,33330,Robena,Vogele,English,954-439-0253,$4577.67
581,Rich,Frisel,11,7/11/2016,E,Twitternation,Panama City,Florida,32412,Ernesta,Haill,Math,850-809-8600,$3583.04
582,Michaeline,Anstis,11,7/29/2015,D,Devbug,Tampa,Florida,33686,Kelly,Vina,Science,813-213-9356,$2921.87
583,Christiana,Eccleston,16,2/18/2006,B,Tagpad,Albuquerque,New Mexico,87140,Briney,Johnsey,Art,505-992-9125,$1799.29
584,Elane,Rudman,18,1/10/2018,D,Fanoodle,Roanoke,Virginia,24048,Fanni,Cattanach,Science,540-215-7868,$3413.82
585,Tamas,Reason,10,11/4/2013,E,Photospace,New Orleans,Louisiana,70149,Emelina,Duffet,History,504-619-7488,$4215.01
586,Karlyn,Brampton,6,3/31/2008,E,Blogtags,Akron,Ohio,44315,Meryl,Strahan,Math,330-104-6287,$1203.56
587,Flory,Bartelet,12,11/4/2017,F,Tanoodle,Brooklyn,New York,11220,Gusti,Gjerde,Art,718-831-8812,$2004.34
588,Vera,Zelley,8,12/9/2011,C,Flipstorm,Toledo,Ohio,43656,Karalynn,Oliver,Art,419-697-9152,$3583.38
589,Bibbye,Paoli,17,12/29/2009,B,Yombu,Richmond,Virginia,23260,Nate,Cosby,Art,804-463-2322,$3501.02
590,Elfrieda,Poluzzi,14,7/21/2013,D,Trudeo,Lafayette,Louisiana,70593,Morgun,Coucha,Science,337-862-9657,$3819.55
591,Heidie,Menary,15,11/27/2010,A,Voonder,Albuquerque,New Mexico,87190,Carena,Nottingam,English,505-624-0508,$1891.73
592,Keri,Hallt,17,4/20/2015,A,Jaxworks,Colorado Springs,Colorado,80935,Christean,Rawkesby,Art,719-501-1965,$1027.47
593,Rozanne,Caldero,7,3/20/2013,B,Meeveo,Phoenix,Arizona,85020,Ruthe,Dreschler,Art,602-507-8724,$1555.97
594,Fred,Mc Faul,13,10/11/2012,C,Flipstorm,Chicago,Illinois,60657,Lenka,Schimank,English,312-333-6980,$4127.42
595,Nestor,McCrossan,7,9/13/2012,C,Avamba,Tacoma,Washington,98442,Noell,Pell,Math,253-207-9678,$4539.64
596,Nick,Brooksbie,13,1/15/2012,C,Jazzy,Wichita,Kansas,67205,Malvina,Davidman,English,316-850-3332,$4063.75
597,Hans,Tureville,9,1/29/2009,E,Youbridge,Newark,New Jersey,7188,Gregor,Toffts,Art,862-836-2299,$1803.62
598,Brandi,Thornbarrow,7,6/8/2010,F,Zoomdog,Spring Hill,Florida,34611,Hugo,Leathem,Math,352-329-3397,$1850.39
599,Corbie,Bengtsen,10,12/27/2008,C,Fliptune,North Las Vegas,Nevada,89087,Aleda,Cardinal,Science,702-880-6634,$2962.89
600,Toinette,Benoit,10,7/15/2006,A,Meejo,Albuquerque,New Mexico,87180,Lorens,Codrington,English,505-531-6861,$1330.83
601,Orlando,Storrock,14,4/17/2008,B,Realcube,Stockton,California,95219,Aldwin,Orton,Art,209-447-4690,$4910.30
602,Jarrett,Zamorrano,13,3/11/2012,F,Skyble,San Jose,California,95138,Sonni,Brookes,Art,408-339-9190,$2457.63
603,Herschel,Woodrooffe,7,2/5/2014,E,Agivu,Springfield,Illinois,62723,Emmett,Wickey,History,217-585-5752,$3564.95
604,Byrom,Raff,11,7/16/2012,D,Meezzy,Anaheim,California,92812,Jacinthe,Titterington,Math,714-877-0365,$2331.05
605,Thorin,Puttan,13,10/5/2010,F,Demivee,Seattle,Washington,98185,Chico,Dibbert,Math,206-127-3810,$1291.26
606,Shem,Marsy,9,4/26/2007,D,Eire,Harrisburg,Pennsylvania,17121,Fabien,Robillart,English,717-147-3357,$4272.01
607,Dyana,Swanbourne,13,11/13/2017,A,Browsebug,Boca Raton,Florida,33499,Kendricks,Treleven,History,561-588-7349,$3682.68
608,Gunilla,Nettles,18,6/29/2008,F,Babblestorm,Garden Grove,California,92645,Robbie,Mattin,History,714-667-6772,$4929.40
609,Gustie,Burdell,18,3/13/2015,D,Browseblab,Austin,Texas,78726,Vernice,de Keyser,Art,512-275-7871,$4102.71
